### Decisions
reach_integrate_haafingar_desc;Хотя земли Хаафингара являются частью Скайрима, они находятся достаточно близко от нашей границы, чтобы позволить нам претендовать на это, как на другую часть Предела.;;;;;;;;;;;;;x
reach_integrate_falkreath;Интеграция Фолкрита в Предел;;;;;;;;;;;;;x
reach_integrate_falkreath_desc;Хотя земли Фолкрита являются частью Скайрима, они находятся достаточно близко от нашей границы, чтобы позволить нам претендовать на это, как на другую часть Предела.;;;;;;;;;;;;;x
reach_integrate_dorven;Интеграция Дорвена в Предел;;;;;;;;;;;;;x
reach_integrate_dorven_desc;Хотя земли Дорвена являются частью Хай Рока, они находятся достаточно близко от нашей границы, чтобы позволить нам претендовать на это, как на другую часть Предела.;;;;;;;;;;;;;x
reach_integrate_evermore;Интеграция Эвермора в Предел;;;;;;;;;;;;;x
reach_integrate_evermore_desc;Хотя земли Эвермора являются частью Хай Рока, они находятся достаточно близко от нашей границы, чтобы позволить нам претендовать на это, как на другую часть Предела.;;;;;;;;;;;;;x
form_reach_empire;Уничтожить Империю в Пределе;;;;;;;;;;;;;x
form_reach_empire_desc;Без места жительства, [Root.Culture.GetName], ведомые [Root.GetTitledName], создали свои собственные плодородные земли в Пределе. Но чтобы быть известным как сила, которую нужно бояться, должна быть сформирована их собственная истинная Империя. Земли нордов и бретонцев созрели для нового завоевания.;;;;;;;;;;;;;x
### Events
reach_flavour.1.t;Верховное Королевство Предел;;;;;;;;;;;;;x
reach_flavour.1.d;На протяжении веков земли Предела были лишены могущественного лидера или какого-либо политического единства. Бретонцы и Норды, поддерживаемые имперскими армиями, вырезали этот плацдарм и убедились, что он никогда больше не будет угрожать их власти.\nТем не менее, эти земли были заселены ричменами и орками, людьми, которые, не имея дома, который можно было бы назвать своим, сделали эти земли плодородной почвой для честолюбивых правителей и людей.\n[Root.GetTitledName] один из этих людей, и в мощном движении официально провозгласил Верховное Королевство Предел, спустя столетия после того, как Реман уничтожил его.\nВ настоящее время Предел так же сильнен политически, как Хай Рок, Скайрим или Сиродил.;;;;;;;;;;;;;x
reach_flavour.1.optA;Мы надеемся, что это принесет мир и стабильность в неспокойный регион.;;;;;;;;;;;;;x
REACH_FLAVOUR_DE_JURE_REACH_CT;Предел будет собственным де-юре королевством.\n\nПока существует де-юре Предел, Нордская и Бретонская Империи не могут быть сформированы.;;;;;;;;;;;;;x
reach_flavour.2.d;[From.GetTitledName], в решительном политическом движении официально провозгласил Верховное Королевство Предел, захватив земли, которые были отданы Хай Року и Скайриму Реманом, и вернул им свою идентичность.\nЧто произойдет дальше, пока неизвестно, но политическая мощь Предела сейчас так же сильна, как Хай Рок, Скайрим или даже Сиродил.;;;;;;;;;;;;;x
reach_flavour.2.optA;Интересная разработка...;;;;;;;;;;;;;x
ec_vote_de_jure_reach;Сформировать де-юре Королевство Предел;;;;;;;;;;;;;x
ec_vote_de_jure_reach_desc;Выдвинуть законопроект о создании де-юре Королевства Предел с герцогствами §YПредел§!, §YБликвинд§!, §YСкаархаммер§!, §YВольскигге§!, §YСандерстоун§!, §YДжеханна§!, §YФаррун§! и §YДункарн§!, оставив свое королевство.;;;;;;;;;;;;;x
reach_flavour.3.d;[From.GetElderCouncilRank] [From.GetFirstName] предложил, чтобы Предел был его собственным королевством с герцогствами §YПредел§!, §YБликвинд§!, §YСкаархаммер§!, §YВольскигге§!, §YСандерстоун§!, §YДжеханна§!, §YФаррун§! и §YДункарн§!, которые станут де-юре землями §YПредел§!. Как [Root.GetTitle], вы имеете право наложить вето на разбирательство и закрыть ходатайство до того, как за него проголосуют.;;;;;;;;;;;;;x
reach_flavour.4.d;Заседание Верховного Совета было созвано для голосования по вопросу о том, является ли Предел его собственным королевством с герцогствами §YПредел§!, §YБликвинд§!, §YСкаархаммер§!, §YВольскигге§!, §YСандерстоун§!, §YДжеханна§!, §YФаррун§! и §YДункарн§!, которые станут де-юре землями §YПредел§!. Все присутствующие готовы голосовать.;;;;;;;;;;;;;x
reach_flavour.4.accept;Я прочитал законопроект другим советникам.;;;;;;;;;;;;;x
reach_flavour.5.d;[target_proposer.GetElderCouncilRank] [target_proposer.GetFirstName] выдвинуть законопроект о создании Королевства Предел с герцогствами §YПредел§!, §YБликвинд§!, §YСкаархаммер§!, §YВольскигге§!, §YСандерстоун§!, §YДжеханна§!, §YФаррун§! и §YДункарн§!, которые станут де-юре землями §YПредел§!.;;;;;;;;;;;;;x
reach_flavour.6.passed;Совет проголосовал за создание де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.6.failed;Совет проголосовал против создания де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.6.tied;Совет не достиг консенсуса относительно создания де-юре Королевства Предел. [GetECVoteTally] Как Верховный канцлер, вы должны разорвать эту связь.;;;;;;;;;;;;;x
reach_flavour.6.accept;Очень хорошо.;;;;;;;;;;;;;x
reach_flavour.7.passed;;Совет проголосовал за создание де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.7.tied;Совет проголосовал за создание де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.7.error;reach_flavour.6 has experience an error, please keep this save and report this if you see it! [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.7.accept;Очень хорошо.;;;;;;;;;;;;;x
reach_flavour.8.failed;Совет проголосовал против создания де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.8.tied;Совет проголосовал против создания де-юре Королевства Предел. [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.8.error;reach_flavour.7 has experience an error, please keep this save and report this if you see it! [GetECVoteTally];;;;;;;;;;;;;x
reach_flavour.8.accept;Очень хорошо.;;;;;;;;;;;;;x
reach_flavour.9.d;[From.GetTitledName] наложил вето на работу Совета старейшин в середине его дебатов о создании де-юре Королевства Предел, не позволив этому предложению вступить в законную силу .;;;;;;;;;;;;;x
reach_flavour.10.t;Возрождение Фаолана;;;;;;;;;;;;;x
reach_flavour.10.d;Когда Алессианская Империя вторглась в Предел, предсказанное дитя, которое должно было объединить вождей Предела и сражаться с имперцами, было найдено и названо Фаоланом, "Красным Орлом".\nКороли Предела, которые еще не попали под власть имперских войск, присоединились к Красному Орлу, но даже этого было недостаточно.\nОт отчаяния Фаолан стал первым Вересковым сердцем и сражался с имперскими войсками в одиночку, убивая сотни людей, пока сам не был убит.\nСтолетия спустя, Империя Ремана нанесла еще один удар, разделив Предел на две части, присужденные Скайриму и Хай Року.\nЛегенды гласят, что когда предел был наконец свободен, меч Фаолана должен был быть принесен к его трупу, чтобы он мог восстать из мертвых и возглавить свой народ.\n[Root.GetTitledName] так и сделал, и, проникнутый духом Вересковых сердец, был провозглашен Фаоланом Возрожденным, новым Красным Орлом.;;;;;;;;;;;;;x
reach_flavour.10.optA;Мы никогда больше не станем на колени!;;;;;;;;;;;;;x
REACHMEN_FAOLAN_BLOODLINE_NAMED_FAOLAN;Императоров ричменов, разделяющих родословную Красного Орла, будут звать Фаолан, а императриц ричменов - Мелка.;;;;;;;;;;;;;x
reach_flavour.11.d;Предел был лишен короля и единства на протяжении веков, с тех пор как Красный Орел был побежден имперскими войсками. Но Ричмены нашли себе нового вождя, который объединил их земли пылающим мечом, заставил другие силы Тамриэля смотреть на них как на равных, и некоторые даже говорят, что их вождь заключил союз с Ворожеями.\nВсе жители Предела провозгласили своего правителя новым Красным Орлом, Фаоланом Возрожденным.;;;;;;;;;;;;;x
reach_flavour.12.t;Ковен Ворожей;;;;;;;;;;;;;x
reach_flavour.12.d.1;Когда вы делаете свое подношение, появляется темная фигура и приближается к вам.\n"Ваша преданность древним обрядам была замечена. Скажи мне, что ты ищешь? Должно же быть что-то, чего ты хочешь, глубоко в своем сердце. Разве это сила? Слава? Что-то еще? Мы очень могущественны. Мы можем сделать очень многое.";;;;;;;;;;;;;x
reach_flavour.12.d.2;Когда вы делаете свое подношение, появляется темная фигура и приближается к вам.\n"Это довольно необычно для [Root.GetTitle] ричмена путешествовать так далеко. Скажи мне, что ты ищешь? Должно же быть что-то, чего ты хочешь, глубоко в своем сердце. Разве это сила? Слава? Что-то еще? Мы очень могущественны. Мы можем сделать очень многое.";;;;;;;;;;;;;x
reach_flavour.12.optA;Я слышал о ваших... Темных силах.;;;;;;;;;;;;;x
HAGRAVEN_POWERS_OFFERING_CT;У Ворожей много секретов. Они могли бы поделиться некоторыми из них с вами...;;;;;;;;;;;;;x
reach_flavour.12.optB;Я здесь, чтобы заключить союз между Пределом и Ворожеями.;;;;;;;;;;;;;x
HAGRAVEN_ALLIANCE_OFFERING_CT;Некоторые из лидеров Предела видят толк в союзе с Ворожеями, поскольку они пользуются большим уважением во всем Пределе. Тем не менее, они, вероятно, потребуют... Что- нибудь взамен.;;;;;;;;;;;;;x
reach_flavour.12.optC;Мне ничего не нужно, по крайней мере сейчас.;;;;;;;;;;;;;x
reach_flavour.13.d;Ворожея улыбается и поднимает руку.\n"Да, мы можем это предложить. Как вы знаете, бесчисленные воины пытались отдать нам свое сердце в обмен на силу. И бесчисленные ведьмы просили нас научить их нашим секретам и превратить их в то, что мы есть. Но не все выжили в этом процессе. Хотя она может дать вам неисчислимые силы и вечную жизнь, вы будете сильно страдать в этом процессе. И скорее всего умрете. Ты уверен, что хочешь этого?";;;;;;;;;;;;;x
reach_flavour.13.optA;Да.;;;;;;;;;;;;;x
CEREMONY_SURVIVAL_DEPENDS_ON_HEALTH_CT;Эта церемония подвергнет ваше тело сильнейшему стрессу и боли. Ваш шанс на выживание зависит от вашего здоровья.;;;;;;;;;;;;;x
BRIARHEART_HAGRAVEN_FORCED_RELIGION_CT;Если ты переживешь этот процесс, то будешь вынужден стать культстом Культа Ворожей навсегда. Изменение вашей религии убьет вас.;;;;;;;;;;;;;x
reach_flavour.13.optB;Это звучит слишком опасно...;;;;;;;;;;;;;x
reach_flavour.14.d.1;Ворожея приподнимает бровь.\n"Союз? Они могут называть тебя '[Root.GetTitle] ричменов', но последним, за кем мы действительно следовали, был Фаолан, после того как он обменял свое сердце и связал свое тогдашнее темное сердце с Мелкой. Прежде чем мы сможем поговорить о союзе, вам нужно предложить свою душу и тело нашей магии.";;;;;;;;;;;;;x
reach_flavour.14.d.2;"Поскольку вы уже отдали свое сердце и душу Пределу, я полагаю, что наследие Фаолана живет в вас."\nВорожея поднимает коготь.\n"Но Фаолан не просто отдал свое сердце. Он также связал свое темное сердце и душу с Мелькой, Ворожеей. Будете ли вы готовы сделать то же самое, отбросив в сторону своего смертного супруга, если он у вас есть?";;;;;;;;;;;;;x
reach_flavour.14.optA;Возьми мое сердце и душу, сделай меня [Root.GetHagravenBriarheart].;;;;;;;;;;;;;x
reach_flavour.14.optB;Я свяжу себя с [generated_briarheart_hagraven.GetHagravenBriarheart].;;;;;;;;;;;;;x
HAGRAVEN_VASSALIZED_CT;Великая Старица станет вашим вассалом.;;;;;;;;;;;;;x
HAGRAVEN_ALLIANCE_SEALED_CT;Будет заключен союз с Ворожеями.;;;;;;;;;;;;;x
reach_flavour.14.optC;Цена может быть слишком высокой.;;;;;;;;;;;;;x
NEED_500_PIETY_CT;Вам нужно 500 благочестия, чтобы пройти церемонию.;;;;;;;;;;;;;x
NEED_1000_PIETY_CT;Вам нужно 1000 благочестия, чтобы пройти церемонию.;;;;;;;;;;;;;x
reach_flavour.15.d.1;"Вересковые сердца... кости дикой природы... в жизни, Ричмен... Восстань из мертвых, кровь нашей крови.";;;;;;;;;;;;;x
reach_flavour.15.d.2;"Клюв, перья, когти. Темная магия, безграничные знания, дикие силы. Твоя человеческая форма слаба, отбрось ее и присоединяйся к Ворожееям.";;;;;;;;;;;;;x
reach_flavour.15.optA;"Мое сердце и душа для Предела.";;;;;;;;;;;;;x
### Special titles
title_faolan;Фаолан;;;;;;;;;;;;;x
title_melka;Мелка;;;;;;;;;;;;;x
### Other
DE_JURE_REACH_DOESNT_EXIST;де-юре Королевства Предел не существует.;;;;;;;;;;;;;x
