#CODE;RUSSIAN;x
wolf_blood_desc;Согласно слухам по жилам эт[GetOyOgo] [GetAgedPersonGEN] течёт волчья кровь.;x
sleep_deprivation;Бессонница;x
sleep_deprivation_desc;Эт[GetEtaEtot] [GetAgedPerson] слишком мало спит в последнее время.;x
EVTTITLE_HL_1001;Bолчье дитя;x
EVTDESC_HL_1001;[From.GetFirstName] растет не по дням, а по часам. [From.GetSheHeCap] быстро учится, просто светится здоровьем и силой! Однако, [From.GetHersHis] голос немного необычен, иногда становится низким и завывающим. Странно, но [From.GetSheHe] иногда принюхивается, когда ищет любимую игрушку, а на теле у н[From.GetHersHis] больше волос чем обычно бывает у других детей.\n\nНяня жаловалсь пару раз, что ребёнок часто кусается. А так в целом всё нормально.;x
EVTOPTA_HL_1001;Какой прекрасный ребёнок!;x
EVTOPTB_HL_1001;Это всё очень... странно.;x
EVTDESC_HL_1010;В компании личной охраны Вы объезжаете свои владения. Решив сократить путь через лес, Ваш отряд вступает под полог мрачной чащобы. Налетает ветер, подлесок шумит под его напором, но другой шум доносится из чащи. Остановившись, Вы прислушиваетесь к подозрительному звуку. Да, Вы слышите его - не то плач ребёнка, не то животное поскуливание...\nВы идёте на звук и вскоре наталкиваетесь на тёмную пещеру. Разогнав подземный мрак, Вы отважно вступаете в неё - и видите нечто странное. Мёртвая волчица лежит глубине пещеры, страшные язвы изъели её шкуру. А рядом с ней, на лежбище из травы и листьев, завывает человеческий ребенок, в котором, кажется, больше животного, чем человеческого...;x
EVTOPTA_HL_1010;Я воспитаю [New.GetHersHis] как сво[New.GetYuEgo] [New.GetSonDaughterACC];x
EVTOPTB_HL_1010;Мы не можем ничего поделать с этим.;x
EVTDESC_HL_1020;Взрослые ушли по своим делам, оставив меня без присмотра. Наконец-то можно улизнуть со двора, и отправиться поиграть в лес, куда меня никогда не пускали...\nНо, спустя некоторое время мне стало ясно, что я не знаю куда идти и как вернуться обратно. Это безнадежно... Вдруг позади послышался странный и знакомый звук. Обернувшись, я увидел[Root.GetEndA], как большая серая волчица смотрит на меня. Она не выглядит угрожающе, даже наоборот, и вот уже через мгновение мы побежали вместе через чащу! Наконец, подойдя достаточно близко к людскому селению, но всё ещё на безопасном для волков расстоянии, я помотал[Root.GetEndA] головой, чтобы поблагодарить её и поспешил[Root.GetEndA] домой рассказать о своём невероятном приключении.;x
EVTOPTA_HL_1020;Какой прекрасный день!;x
EVTDESC_HL_1021; "[From.GetFirstName]! Где ты? [From.GetFirstName]!" — Вы искали везде, опросили слуг, но они сказали, что с утра [From.GetHersHis] не видели. Без сомнения, [From.GetSheHe] где-то в лесу. Плохо дело...\nНо вдруг Вы услышали радостный крик, [From.GetFirstName] бежит Вам навстречу: "В глубине леса мне показалось, я не выберусь, но там была добрая волчица и спасла меня, она вывела меня из леса и помогала найти дорогу домой! Это было удивительно!";x
EVTOPTA_HL_1021;Какая чудесная история!;x
EVTOPTB_HL_1021;Придётся [From.GetHersHis] запереть, для [From.GetHersHis] же блага.;x
EVTTITLE_HL_1030;Bолчий ребёнок?;x
EVTDESC_HL_1030;Со временем Вы заметили, как придворные перёшептываются за Вашей спиной. Они прекращают разговор, когда видят Вас, и только украдкой следят за Вашими шагами, словно Вы здесь - чужак. Со временем Вы понимаете, что это неспроста. Они боятся Вас, ненавидят или завидуют? Возможно и то и другое сразу...\nСлово, которое Вы слышите чаще всего - "волк". Решив докопаться до правды, Вы наконец узнали - по двору о Вас ходят слухах, что Вы были рождены волчицей...;x
EVTOPTA_HL_1030;Да, я - волк! РРррРРрр!;x
EVTOPTB_HL_1030;Да как они смеют оскорблять мою мать?!;x
EVTOPTC_HL_1030;Они никогда не оставят меня в покое!;x
EVTOPTD_HL_1030;Жалкие люди - жалкие страхи...;x
EVTDESC_HL_1031;Со временем Вы заметили, как придворные перёшептываются за Вашей спиной. Они прекращают разговор, когда видят Вас, но Вы понимаете, что всё это неспроста...\nКогда Вы прислушались к этим сплетням, заметили слово "волк". И вот однажды услышав за углом имя "[From.GetFirstName]", Вы решили докопаться до правды и подслушать разговор: "...не верю, что [Root.GetTitle] этого не замечает, [Root.GetHersHis] [From.GetSonDaughter] - зверь! Видела, что вытворяет это... существо? Говорят, на самом деле [From.GetHersHis] родила волчица!";x
EVTOPTA_HL_1031;М[From.GetOyaOy] [From.GetSonDaughter] - волк? Приятно это слышать!;x
EVTOPTB_HL_1031;Надо положить конец этим сплетням.;x
EVTTITLE_HL_1040;Bолчья кровь;x
EVTDESC_HL_1040;Годы летят, но кое-что остаётся неизменным. Волчья кровь по-прежнему течёт в Ваших жилах. Знание о собственной исключительности придаёт Вам сил, однако заставляет задуматься - кто же Вы на самом деле?;x
EVTOPTA_HL_1040;Жизнь - это тайна, но моё будущее в моих руках.;x
EVTDESC_HL_1041;М[From.GetOyaOy] [From.GetSonDaughter] [From.GetFirstName] уже давно не ребёнок, но волчьи повадки не только не покидают [From.GetHersHis], но становятся даже более выраженными.;x
EVTOPTA_HL_1041;Я лишь надеюсь, что это благословение, а не проклятье.;x
EVTTITLE_HL_1100;Bолки;x
EVTDESC_HL_1100;Иногда на охоте Вы видите стаю волков. Кажется, они появляются только тогда, когда никто, кроме Вам их не видит, но когда это происходит, Ваша кровь бурлит, и охотничьи инстинкты обостряются...;x
EVTOPTA_HL_1100;Охота! Я чувствуют прилив сил!;x
EVTTITLE_HL_1200;Bо тьме ночной;x
EVTDESC_HL_1200;Несколько ночей подряд Вы не можете заснуть. Вам постоянно слышится вой волков снаружи. Как правило, он начинается в полночь, и не прекращается до самого утра. Даже когда вокруг тишина, Вам чудится, что ветер несёт отголоски их воя. Беспокойство охватывает Вас...;x
EVTOPTA_HL_1200;Что это?;x
INCOME_EXTRA_HOLDING;Доход с поселений типа $TYPE$;x
MODIFIER_GLOBAL_MOVEMENT_SPEED;Модификатор скорости перемещения;x
BUILDING_CAPITAL;Постройки в городе §Y$CAPITAL$§!: $BONUS$;x
CB_NAME_DISPUTE;Оспорить: [Title.GetShortBaseName];x
WAR_NAME_DISPUTE;Оспаривание прав на область $OTHER_TITLE$;x
HAS_SETTLEMENT_CONSTRUCTION;Строятся поселения;x
NOT_HAS_SETTLEMENT_CONSTRUCTION;НЕ строятся поселения;x
HAS_SETTLEMENT;Имеет селения типа $TYPE$;x
NOT_HAS_SETTLEMENT;НЕ имеет селений типа $TYPE$;x
EVTTITLE_HL_1201;Bолчий зов;x
EVTDESC_HL_1201;Это никогда не прекратится. Ночь за ночью волки воют снаружи. Никто не спит спокойно, но похоже, что Вы страдаете больше всех. Хуже всего то, что когда этот вой наконец прекращается, Вы не можете перестать думать о нём, ожидая, что вот-вот услышите его снова.;x
EVTOPTA_HL_1201;Я выйду и встречусь с этим волками.;x
EVTOPTB_HL_1201;Соберу охрану и посмотрю, что там творится.;x
EVTOPTC_HL_1201;Это безумие прекратится, рано или поздно...;x
wolves_go_out_alone_tooltip;Волк среди волков.;x
wolves_go_out_with_guards_tooltip;Большая группа вооружённых стражников пойдёт к волкам вместе с Вами.;x
wolves_ignore_tooltip;Отныне Вы будете игнорировать волков.;x
EVTTITLE_HL_1202;Cомнение;x
EVTDESC_HL_1202;Не в силах больше терпеть вой, Вы подняли охрану и вместе с ними вышли наружу. Сквозь ночную тьму Вы отправились на звук к близлежащему холму. Когда Вы подошли ближе, волки начали нервничать и отступать.;x
EVTOPTA_HL_1202;Стража, оставьте меня.;x
wolves_continue_alone_tooltip;Вы пойдёте навстречу волкам в одиночку.;x
EVTOPTB_HL_1202;Бесполезно. Пора возвращаться.;x
EVTTITLE_HL_1203;Cтранная пустота;x
EVTDESC_HL_1203;Вот уже две недели минуло с тех пор, как волки перестали выть под Вашим окном - ночи снова стали тихими. Придворные довольны - все обрели спокойный сон. Все кроме Вас... Вы чувствуете пустоту в душе, чего-то не хватает. Иногда Вам кажется, что Вы слышите вой. Вам снятся волки, как они печально смотрят на Вас из темноты ночной чащи, они ждут Вас. Вы бросаетесь в окно и стремитесь к ним, желая лишь одного - убежать с ними в лес, но тут же просыпаетесь, чувствуя всепоглощающую тоску в своём сердце...;x
EVTOPTA_HL_1203;Кто я?;x
EVTTITLE_HL_1210;Cтая;x
EVTDESC_HL_1210;Без какого-либо сопровождения Вы осторожно приблизились к волкам, они ждут Вас спокойно и неподвижно, их около дюжины. Когда Вы подошли, они подбежали к Вам по одному и тихо рыча, стали тыкаться своими носами, обнюхивая Вас. Чувство родства с ними охватило Вас, и Вы ощутили прилив сил. Вскоре волки начали бегать вокруг Вас, призывая присоединиться к ним, и вот Вы уже бежите вместе по лесу, углубляясь всё дальше в ночные дебри...;x
EVTOPTA_HL_1210;Ррррр!;x
wolves_run_with_wolves_tooltip;Вы присоединились к волчей стае.;x
EVTTITLE_HL_1230;Oхота;x
EVTDESC_HL_1230;Вы побежали с волками, стараясь не отставать от стаи. Приближаясь к пределу своих физических возможностей, Вы осознали, что никогда не чувствовали такой силы и жажды жизни. Время от времени стая останавливалась, чтобы отдохнуть и напиться воды из ручья.\nЧувствуя голод, вы отправились на охоту. На опушке вам встретился большой олень - стая сработала слажено, как единое целое, выследив добычу и преследовав до самой её смерти. Время пировать!;x
EVTOPTA_HL_1230;Покойся с миром...;x
EVTOPTB_HL_1230;Сырое мясо? Да, я хочу есть!;x
EVTTITLE_HL_1240;Pасставание;x
EVTDESC_HL_1240;Вы провели очень много дней в стае, потеряв счёт времени. Волки признали в Вас своего сородича и это не удивительно - Вы всегда чувствовали зов волчьей крови, но сейчас он сильнее чем когда-либо. Однако Вы понимаете - необходимо вернуться домой, в земли, которыми нужно править, к завистливым соперникам и родным, ожидающим возможности лишить Вас всего. С неохотой Вы всё-таки решились - пора возвращаться.;x
EVTOPTA_HL_1240;Скоро увидимся!;x
EVTTITLE_HL_1250;Bозвращение;x
EVTDESCA_HL_1250;Спустя много дней, которые Вы провели на дикой природе с волками, Вы наконец вернулись домой. Придворные молча таращатся на Вас, как будто увидели призрака. Ваша грязная окровавленная одежда разорвана и покрыта листьями, волосы растрепаны, а на теле - царапины от веток и когтей. Но что шокирует больше всего - широкий волчий оскал на Вашем лице.\nВаш вид впечатлил и слуг, пришедших, чтобы оказать Вам помощь - они явно пытаются скрыть страх и волнение. Все гадают, где же Вы были.;x
EVTDESCB_HL_1250;Спустя много дней, которые Вы провели на дикой природе с волками, Вы наконец вернулись домой. Придворные молча таращатся на Вас, как будто увидели призрака. Ваша грязная окровавленная одежда разорвана и покрыта листьями, волосы растрепаны, а на теле - царапины от веток и когтей. Но что шокирует больше всего - широкий волчий оскал на Вашем лице.\n[wolf_worried_homecoming.GetName], подавляя волнение, мчится Вам навстречу, расспрашивая где Вы пропадали.;x
EVTOPTA_HL_1250;Это моё личное дело.;x
EVTOPTB_HL_1250;Теперь всё будет иначе.;x
EVTOPTC_HL_1250;Все мои мысли были только о тебе!;x
lycanthropy;Ликантропия;x
lycanthropy_desc;В полнолуние с эт[GetOyIm] [GetAgedPersonINS] творится что-то очень странное.;x
EVTTITLE_HL_1400;Bервольф;x
EVTDESC_HL_1400;Несколько последних ночей Вы нервничали и не могли спокойно уснуть, отдаваясь странным мыслям. Чувствуя необъяснимую усталость в эти дни, Вы не могли избавиться от предчувствия, что скоро случится нечто важное.\nТеперь очнувшись ночью, Вы видите, что сегодня - полнолуние. Кажется, луна завораживает Вас, она зовёт, наполняет Вас безумием. Каким-то непостижимым образом Вы знаете, что пора... пора выбраться на волю и отдаться своей волчьей сущности.;x
EVTTITLE_HL_1401;Луна;x
EVTDESC_HL_1401;Луна растёт и вместе в ней растёт Ваше беспокойство. Вы слышите её зов. Это происходит снова, близится время лунного безумия...;x
EVTOPTA_HL_1401;Что эта ночь мне принесет?;x
EVTDESC_HL_1410;Всю ночь Вы бежали, пока не достигли высокого холма. Часами Вы выли на луну, не в силах оторвать взгляд от её света...;x
EVTDESC_HL_1420;Всю ночь Вы бежали, всё дальше и дальше, перепрыгивая канавы, взбираясь на холмы, переплывая реки... луна зовёт Вас. Наконец усталость клонит Вас в сон и Вы с облегчением ложитесь на мягкую землю - пора немного отдохнуть...;x
EVTOPTA_HL_1420;Как же хорошо...;x
EVTDESC_HL_1430;Всю ночь Вы бежали, преследуя свою добычу. Наконец, рыча и воя, Вы бросились на неё, перегрызая ей горло, и беспокойное мычание прекратилось...;x
EVTOPTA_HL_1430;Кровь!;x
EVTDESC_HL_1440;Всю ночь Вы бежали, преследуя свою добычу. Наконец, рыча и воя, Вы бросились на неё, перегрызая ей горло, и панический визг затих...;x
EVTDESC_HL_1450;Всю ночь Вы бежали, преследуя свою добычу. Наконец, рыча и воя, Вы бросились на неё, перегрызая ей горло, и жалобный вой затих...;x
EVTDESC_HL_1460;Всю ночь Вы бежали, преследуя свою добычу. Наконец, рыча и воя, Вы бросились на неё, перегрызая ей горло, и ужасные крики прекратились...;x
werewolf_killed_cow_tooltip;Убита корова.;x
werewolf_killed_pig_tooltip;Убита свинья.;x
werewolf_killed_dog_tooltip;Убита собака.;x
werewolf_killed_someone_tooltip;Кто-то убит.;x
EVTTITLE_HL_1490;Hа следующее утро;x
EVTDESCA_HL_1490;Проснувшись утром, Вы чувствуете себя так, как будто не спали всю ночь. Ваши мышцы и горло болят. Вы пытаетесь выругаться, но мешает полная хрипота. Что же случилось ночью?..;x
EVTDESCB_HL_1490;Проснувшись утром, Вы чувствуете себя так, как будто не спали всю ночь. Вы смутно припоминаете ночные кошмары, ощущая холод и сырость. Что же случилось ночью?..;x
EVTDESCC_HL_1490;Проснувшись утром, Вы чувствуете себя так, как будто не спали всю ночь. Вы смутно припоминаете ночные кошмары. Чувствуя что-то мокрое и липкое, Вы ощупываете себя и понимаете, что с ног до головы в крови. Это явно не Ваша кровь, но Вы ничего не помните, и это пробуждает в Вас полузабытое возбуждение.;x
EVTOPTA_HL_1490;Странно.;x
hoarse;Xрипота;x
hoarse_desc;Эт[GetEtaEtot] [GetAgedPerson] надорвал[GetEndA] свой голос и с трудом может говорить.;x
werewolf_killed;Лунная одержимость;x
werewolf_killed_desc;Эт[GetEtaEtot] [GetAgedPerson] недавно пролил[GetEndA] кровь под полной луной.;x
EVTDESC_HL_1500;Волк пробуждается внутри Вас. Находясь среди людей, Вы чувствуете, что не похожи на них, Вы их превосходите. Всё вокруг переполняет запах мяса - оно может стать Вашим, если Вы будете осторожны...;x
EVTOPTA_HL_1500;Я хочу есть!;x
EVTOPTB_HL_1500;Я... буду... сдерживать... себя...;x
EVTDESC_HL_1510;Высоко в небе сияет луна. Её свет льется на землю, освещая ночные просторы. Я направляю взор ввысь, следуя непреодолимому стремлению, и волчья кровь закипает под манящей луной. Глубоко вдохнув, я даю волю своему голосу, чувствуя, как дрожь захватывает всё тело и сливается с ним, теперь я и есть вой...;x
EVTOPTA_HL_1510;Аууууууууу!!!;x
EVTDESC_HL_1520;Однажды вечером во время ужина Вы случайно уронили кусок мяса на пол. Прежде чем Вы успели отреагировать, какой-то пёс подбежал и схватил его. В порыве ярости, Вы взялись за меч и пронзили несчастное животное. [wolf_hunting_instinct_at_court_courtier.GetTitledName] в ужасе, Вы только что убили [wolf_hunting_instinct_at_court_courtier.GetHersHis] любимую собаку.;x
EVTOPTA_HL_1520;Никто не смеет трогать моё мясо!;x
EVTDESC_HL_1530;Отрабатывая боевые навыки и обсуждая тактические приёмы с военными советниками, Вы обнаружили, что никто не может воспроизвести или объяснить Ваши действия. Командиры хвалят Вашу тактику проникновения в тыл, а воины восхищаются Вашей ловкостью и скрытностью.;x
EVTOPTA_HL_1530;Волчьи инстинкты полезны в охоте.;x
EVTDESC_HL_1540;Вы часто занимаетесь бегом и борьбой, чтобы поддерживать себя в форме. Жажда охоты ведёт Вас, а в своих движениях Вы обнаруживаете больше волчьего, чем человеческого.;x
EVTOPTA_HL_1540;Я чувствую силу!;x
EVTDESC_HL_1550;Вы считаете себя рассудительным человеком, эффективно применяющим разум к решению любой проблемы, и недавно Вы поняли, что истинная сила приходит, когда животная хитрость объединяется с человеческим интеллектом.;x
EVTOPTA_HL_1550;Немногие этим обладают.;x
EVTDESC_HL_1560;В последнее время Вы чувствуете волчий голод, приближаясь к некоторыми придворным. Вас учили контролировать свои желания, но животный инстинкт глубоко засел в Вас, и продолжает расти, всё больше испытывая Ваше терпение. Вы чувствуете, что скоро уже не сможете себя сдерживать, а возможно и не захотите.;x
EVTOPTA_HL_1560;Ррррр...;x
EVTOPTB_HL_1560;Зверь внутри берёт верх.;x
EVTOPTC_HL_1560;И эти новые запахи...;x
EVTDESC_HL_1570;Одинокий волк не сможет выжить, преуспеет только стая, где все действуют, как один. Вы знаете это и потому стремитесь укрепить взаимоотношения с придворными.;x
EVTOPTA_HL_1570;Но пытаться лизнуть их... это уже слишком.;x
EVTOPTB_HL_1570;Я чувствую... сопричастность.;x
EVTDESC_HL_1580;Жертва дрожит от малейшего звука, она боится. Волк же идёт вперед без страха, зная, что он съест, а его не съедят, что он победит.;x
EVTOPTA_HL_1580;Я - волк.;x
EVTOPTB_HL_1580;Теперь я чётко вижу это.;x
EVTDESC_HL_1590;Сильный выживает, слабый погибает - таков закон дикой природы. И этот же закон утверждает, что волк относится к сильным.;x
EVTOPTA_HL_1590;Закон суров...;x
EVTOPTB_HL_1590;Пора признать это.;x
EVTDESC_HL_1610;Иногда ярость овладевает Вами. Поговаривают, что среди Ваших предков были волки. Что ж, может они и правы.;x
EVTOPTA_HL_1610;Пора принять свою сущность.;x
EVTOPTB_HL_1610;Я могу больше сдерживать себя!;x
EVTDESC_HL_1620;Иногда, смотрясь в зеркало, Вам кажется, что Ваше лицо сильно напоминает волчье. Эти изменения начались давно, и происходят на протяжении многих лет. Вы не можете решить, хорошо это или плохо, но люди при дворе уже смотрят на Вас, с трудом сдерживая усмешки.;x
EVTOPTA_HL_1620;Ничего не поделаешь...;x
EVTOPTB_HL_1620;Моя былая красота... её больше нет!;x
EVTDESC_HL_1630;Пытаясь решить проблему, Ваш ум часто замыкается на себе. Вы позабыли, как сдерживать животные порывы, и теперь это повлияло на рассудок, который всё чаще ищет самые простые и грубые решения.;x
EVTOPTA_HL_1630;Инстинкт надёжнее чем знания.;x
EVTDESC_HL_1640;Высоко в небе сияет луна. Её свет льется на землю, освещая ночные просторы. Я направляю взор ввысь, следуя непреодолимому стремлению, и волчья кровь закипает под манящей луной. Глубоко вдохнув, я даю волю своему голосу, чувствуя, как дрожь захватывает всё тело и сливается с ним, теперь я и есть вой... Навсегда!;x
EVTTITLE_HL_1702;Bолчье наследие;x
EVTDESCA_HL_1702;[From.GetFirstName] растёт не по дням, а по часам. [From.GetSheHeCap] быстро учится, просто светится здоровьем и силой, а [From.GetHersHis] голос иногда становится низким и завывающим. [From.GetSheHeCap] иногда принюхивается, когда ищет любимую игрушку, а на теле у н[From.GetHersHis] много волос. Это не совпадение, Вы знаете, [From.GetSheHe] унаследует Вашу силу, в [From.GetHersHis] жилах тоже течёт волчья кровь...;x
EVTDESCB_HL_1702;[From.GetFirstName] растёт не по дням, а по часам. [From.GetSheHeCap] быстро учится, просто светится здоровьем и силой, а [From.GetHersHis] голос иногда становится низким и завывающим. [From.GetSheHeCap] иногда принюхивается, когда ищет любимую игрушку, а на теле у н[From.GetHersHis] много волос. Это не совпадение, Вы знаете, [From.GetSheHe] унаследует ту же силу, как и [From.GetHersHis] [Spouse.GetFatherMother], силу волка...;x
EVTOPTA_HL_1702;Ребёнок с суперсилой! Какое счастье!;x
EVTOPTB_HL_1702;Это всё-таки случилось, мне так жаль...;x
nick_the_wolf;[This.GetWolfCap];x
sky_burial_decision;Небесное погребение;x
sky_burial_decision_desc;Я могу совершить священный обряд, оставив мёртвое тело своего предшественника живой природе на съедение.;x
sky_burial_custom_tooltip;Обряд Небесного погребения будет свершится.;x
EVTNAME_HL_8005;Hебесное погребение;x
EVTOPTA_HL_8005;Я сделаю это.;x
EVTOPTB_HL_8005;Золочёная усыпальница подойдёт больше.;x
EVTOPTC_HL_8005;Не птицы, но Олгой-Хорхой!;x
EVTOPTC_HL_8005_custom_tooltip_a;Вы приготовитесь совершить Небесное погребение.;x
EVTOPTC_HL_8005_custom_tooltip_b;Вы начнёте строительство гробницы.;x
EVTOPTC_HL_8005_custom_tooltip_c;Вы отправителсь в опасное для жизни путешествие в пустыню. Только крепкое здоровье спасёт Вас от смерти.;x
EVTNAME_HL_8006;Гнев стихии;x
EVTDESC_HL_8006;По дороге в горы, Вашу процессию настигла буря. Земля размякла от дождя, и дорогу размыло.;x
EVTOPTA_HL_8006;Надо найти укрытие, пока это не закончится.;x
EVTOPTB_HL_8006;Вперёд! Дождь ещё никого не убивал.;x
EVTNAME_HL_8008;Oтшельник;x
EVTDESC_HL_8008;По дороге в горы Вы встретили одинокого старика. Всё его имущество - старая юрта, больной конь и несколько овец. Он пригласил Вас выпить с ним чаю и вы разговорились. Вам пришлась по вкусу его компания.;x
EVTOPTA_HL_8008;Вот. Возьми это на памать.;x
EVTOPTB_HL_8008;Почему бы тебе не присоединиться к нам?;x
EVTOPTC_HL_8008;Благодарю, но мне пора идти дальше.;x
EVTNAME_HL_8010;Hебесное погребение;x
EVTDESC_HL_8010;Взойдя на гору, Вы кладете тело так, как того требует обычай. Исполнив необходимые ритуалы, Вы слышите, как стервятники, кружащие в вышине, слетаются на запах мертвечины. Спускаясь вниз по склону, Вы знаете, пройдёт совсем немного времени, прежде чем они начнут клевать плоть, впиваясь в неё когтями...;x
EVTOPTA_HL_8010;Теперь ты с предками...;x
EVTNAME_HL_8011;Kто-то следит за мной;x
EVTDESC_HL_8011;Спускаясь с горы, Вы не можете избавиться от ощущения, что кто-то за Вами следит. Но оборачиваясь, Вы не замечаете никого поблизости. Наконец, у холмов, Вы обнаруживаете, что один из стервятников следовал за Вами. Но это не какой-то обычный гриф, а бородач!;x
EVTOPTA_HL_8011;Я оставлю его себе!;x
EVTOPTB_HL_8011;Прочь отсюда! Кыш!;x
EVTNAME_HL_8020;Гробница;x
EVTDESC_HL_8020;Вы выбрали достаточно уединенное место для гробницы. Рабочие ждут Вашего распоряжения, чтобы начать копать.;x
EVTOPTA_HL_8020;Сюда! Начинайте здесь.;x
EVTNAME_HL_8022;Bеликая золотая гробница;x
EVTDESC_HL_8022;Гробница закончена. Она сияет золотом и сталью. Вы убедились, чтобы работники правильно запечатали гробницу и спрятали её так, чтобы ничто не выдавало её местоположения. В качестве дополнительно предосторожности, Вы убиваете всех работников. Теперь секрет этой гробницы знаете только Вы и Ваша личная охрана.;x
EVTOPTA_HL_8022;Чудесно! Никто не потревожит это святое место.;x
EVTOPTB_HL_8022;Со стражниками я разберусь чуть позже.;x
EVTNAME_HL_8030;Гоби;x
EVTDESC_HL_8030;Дни нестерпимой жары под палящим солнцем, вода почти закончилась, а тело уже начало разлагаться и вонять. Вы прошли через многое, но пока не достигли тех мест, где по слухам должен обитать легендарный червь. Ваши люди умоляют Вас отказаться от этой затеи и повернуть домой.;x
EVTOPTA_HL_8030;Чепуха! Мы продолжим свой путь!;x
EVTOPTB_HL_8030;Это была неудачная идея. Немедленно возвращаемся!;x
EVTNAME_HL_8032;Гоби;x
EVTDESC_HL_8032;Наконец Вы пришли туда, где, по рассказам, водится Олгой-Хорхой. Чувствуя удовлетворение, Вы начинаете поиски червя, но не находите его. Он наверняка прячется где-то в глубине песков. Вы кладете мёртвое тело, или то, что от него осталось, чтобы принести жертву могучему сушеству.;x
EVTOPTA_HL_8032;Достойное погребение! А теперь - домой..;x
EVTOPTA_HL_8032_custom_tooltip;доберётесь до дома.;x
EVTOPTB_HL_8032;Потрясающее путешествие! А теперь пора отдохнуть...;x
EVTNAME_HL_8035;Hаконец-то дома;x
EVTDESC_HL_8035;Это был тяжёлый путь, но всё же Вы вернулись домой. Большинство Ваших людей погибло в пустыне, и, кажется, только Вы были в состоянии совершить это путешествие, не навредив своему здоровью.;x
EVTOPTA_HL_8035;Что не убивает, то делает меня сильнее!;x
EVTDESC_HL_9000;Вы и Ваши люди занимались борьбой, пока не увидели, что вокруг собралась толпа зрителей. Борьба - древнейшее развлечение кочевых народов, позволяющее не терять хватку в мирное время. И это как часто бывает, учебные тренировки нередко превращаются в очередной вид спорта. Ваши люди согласились выступить перед толпой, и приглашают Вас присоединиться к ним.;x
EVTOPTA_HL_9000;Я не могу их разочаровать.;x
EVTTOOLTIP_HL_9000A;Вы решили вступить в состязание.;x
EVTOPTB_HL_9000;Нет времени на игры, возвращайтесь к тренировкам!;x
EVTOPTD_HL_9000;Вы повеселитесь, а я посмотрю...;x
EVTDESC_HL_9001;Как ожидается, соревнование продлится два часа. Борьба Бох - отличный способ доказать свою силу. По правилам, побежденным считается тот, кто первым коснется земли чем-либо кроме ступней или кистей рук. После матча победитель исполнит гордый танец, а побежденный пройдет под его поднятой рукой. Чтобы победить в этом соревновании, Вам потребуется проявить всю свою силу.;x
EVTOPTA_HL_9001;Я вызываю на поединок своего лучшего воина!;x
