battleambition.6.a;И поэтому я ехал, но не смел оглянутся назад, чтобы не увидеть за собой погоню...;;;;;;;;;x;;;;;
battleambition.6.desc;"Услышьте мой призыв ""Для [Root.Liege.GetTitledFirstName]! "" Я начал: эта земля, которую атакуют враги -ваша. Если они выиграют, то ваши дома сожгут. Ваших женщин будут насиловать. Ваши трупы будут осквернять. Эта война за [Root.Capital.GetName], за ваш дом! Будьте же храбрыми, пойдём же и сокрушим врагов!";;;;;;;;;x;;;;;
battleambition.7.a;Нет, награда не требуется.;;;;;;;;;x;;;;;
battleambition.7.b;Я возьму серебро.;;;;;;;;;x;;;;;
battleambition.7.c;Постройте здесь памятник в мою честь.;;;;;;;;;x;;;;;
battleambition.7.desc;Враг грабил местные поселения между боями. Я не мог терпеть бесчинства над невинными и даже при том, что другие лидеры сочли это пустой тратой сил, я уехал, что бы помочь оборонять небольшое поселение от грабителей. Крестьяне были благодарны за защиту своего дома, и наградили меня за героизм.;;;;;;;;;x;;;;;
battleambition.8.a;Рискованный был рейд, но это окупилось.;;;;;;;;;x;;;;;
battleambition.8.desc;Под покровом ночи, я привел своих людей на смелую атаку против осаждающих. Внезапно и быстро, мы выскочили из ворот [From.Siege.GetName], и одержали большую победу.;;;;;;;;;x;;;;;
battleambition.9.a;Я должен ехать, несмотря на риск.;;;;;;;;;x;;;;;
battleambition.9.b;Нет... поездка будет стоить мне жизни.;;;;;;;;;x;;;;;
battleambition.9.c;Я не боюсь, [Root.Religion.GetRandomGodName] защищает меня.;;;;;;;;;x;;;;;
battleambition.9.desc;Болезнь серьезно меня изнуряет, что делает почти невозможным для меня командование войсками. В то время как я всё еще могу разработать стратегию и планы в безопасности в моей палатке, моя мужская гордость препятствует моей неспособности вести их лично. Некоторые из моих советников сказали, что я должен ехать в бой, несмотря на мою болезнь, чтобы держать войска в хорошем боевом духе, но это будет рискованно.;;;;;;;;;x;;;;;
champion;Чемпион;;;;;;;;;x;;;;;
champion_desc;Этот персонаж боролся во многих сражениях, в том числе и против язычников.;;;;;;;;;x;;;;;
check_notable_persons;Проверить друзей и соперников.;;;;;;;;;x;;;;;
check_notable_persons_desc;Показать ваших друзей и соперников, если они у вас есть.;;;;;;;;;x;;;;;
check_people_tooltip;Друзья, соперники и любовники(любовницы).;;;;;;;;;x;;;;;
church_career_help;Попросить сеньора сделать меня священником.;;;;;;;;;x;;;;;
counterspy;Информатор;;;;;;;;;x;;;;;
counterspy_desc;Этот персонаж рассказывает о заговорах.;;;;;;;;;x;;;;;
employ_court_jester;Нанять придворного шута;;;;;;;;;x;;;;;
employ_court_jester_desc;Нанять многообещающего дурака, чтобы он развлекал моих придворных.;;;;;;;;;x;;;;;
forced_peace_help;Попросить сеньора прекратить войну между областями;;;;;;;;;x;;;;;
forced_peace_help_desc;Попросить вашего друга, [Root.Liege.GetTitledFirstName], остановить войну, которую ведут против вас другие персонажи.;;;;;;;;;x;;;;;
friendcheck.0.a;Друзья;;;;;;;;;x;;;;;
friendcheck.0.b;Соперники;;;;;;;;;x;;;;;
friendcheck.0.c;Любовники/Любовницы;;;;;;;;;x;;;;;
friendcheck.0.desc;Вот люди, которые имеют значение для вас.;;;;;;;;;x;;;;;
friendcheck.100.desc;Следующие лица подходят для назначения на малую должность при дворе...;;;;;;;;;;;;;x;
friendcheck.100.opta;У данных персонажей есть дипломатический потенциал...;;;;;;;;;;;;;x;
friendcheck.100.optb;У данных персонажей есть военный потенциал...;;;;;;;;;;;;;x;
friendcheck.100.optc;У данных персонажей есть управленческий потенциал...;;;;;;;;;;;;;x;
friendcheck.100.optd;У данных персонажей есть научный потенциал...;;;;;;;;;;;;;x;
friendcheck.100.opta.tooltipa;Элемозинарий, Придворный Картограф, Придворный Музыкант, Придворный Поэт и Придворный Художник требуют навыка Дипломатии. В меньшей степени Дипломатия требуется для Ловчего.;;;;;;;;;;;;;x;
friendcheck.100.opta.tooltipb;(Эти потенциальные кандидаты при удовлетворении требованиям к квалификации могут не подходить по другим требованиям, к примеру поэты должны быть бардами или вести образ жизни поэта).;;;;;;;;;;;;;x;
friendcheck.100.optb.tooltipa;Верховный Адмирал, Мастер над оружием, Мастер Меча, Ловчий и Конюший требуют Военного навыка. Боевому Магу нужен такой же военный навык, как навык образованности (8+).;;;;;;;;;;;;;x;
friendcheck.100.optb.tooltipb;((Эти потенциальные кандидаты при удовлетворении требованиям к квалификации могут не подходить по другим требованиям, например поэт желающий стать Мастером Меча должен иметь военное образование).;;;;;;;;;;;;;x;
friendcheck.100.optc.tooltipa;Главный Архитектор, Придворный Картограф, Сенешаль и Верховный Судья требуют навыка Управления.;;;;;;;;;;;;;x;
friendcheck.100.optc.tooltipb;(Эти потенциальные кандидаты при удовлетворении требованиям к квалификации могут не подходить по другим требованиям, к примеру люди, потерявшие зрение, не могут быть Главными Архитекторами).;;;;;;;;;;;;;x;
friendcheck.100.optd.tooltipa;Придворный Писец и Боевой Маг требуют навыка Образованности (Боевому Магу так же нужен Военный навык 8+).;;;;;;;;;;;;;x;
friendcheck.100.optd.tooltipb;(Эти потенциальные кандидаты при удовлетворении требованиям к квалификации могут не подходить по другим требованиям, например, боевым магам требуется образование либо Боевого Мага либо Ночного Клинка).;;;;;;;;;;;;;x;
friendcheck.101.desc;Следующие лица обладают малыми должностями при вашем дворе...;;;;;;;;;;;;;x;
friendcheck.101.opta;Придворные с должностями… (см. подсказки);;;;;;;;;;;;;x;
friendcheck.101.optb;Вассалы с должностями... (см. подсказки);;;;;;;;;;;;;x;
friendcheck.102.title;     ;;;;;;;;;;;;;x;
friendcheck.102.desc;Вы чувствуете как по спине проходит холодная дрожь.;;;;;;;;;;;;;x;
friendcheck.102.opta;Что это было?;;;;;;;;;;;;;x;
friendevents.0.a;Давайте попробуем.;;;;;;;;;x;;;;;
friendevents.0.b;Может быть позже...;;;;;;;;;x;;;;;
friendevents.0.desc;Я пытался быть лояльным к своему сеньору. Пора бы с ним подружится.;;;;;;;;;x;;;;;
friendevents.1.a;Давайте станем друзьями, [From.GetFirstName].;;;;;;;;;x;;;;;
friendevents.1.b;[This.GetTitle] у меня нет друзей. Только подданные и враги!;;;;;;;;;x;;;;;
friendevents.1.desc;Мой [GetFromRelation], [From.GetTitledFirstName], подошел ко мне после того, как совет собрался и попросил меня присоединится к ужину [From.GetHerHim] . Наше время было проведено хорошо, и думаю, возможно, я должен продолжать проводить время с [From.GetFirstName].;;;;;;;;;;;;;x;
friendevents.10.desc;[From.GetTitledFirstName] мы стали друзьями, и я научил его, как сражаться лучше.;;;;;;;;;x;;;;;
friendevents.11.desc;[From.GetTitledFirstName] не хочет становится дуэлянтом.;;;;;;;;;x;;;;;
friendevents.12.a;Посмотрим, что они скажут.;;;;;;;;;x;;;;;
friendevents.12.b;Я не заинтересован в этих людях.;;;;;;;;;x;;;;;
friendevents.12.desc;Я чувствую потребность поговорить с кем-то. Возможно, один из придворных моего сеньора развлечёт меня.;;;;;;;;;x;;;;;
friendevents.13.a;Звучит здорово!;;;;;;;;;x;;;;;
friendevents.13.b;Возможно, в другой раз...;;;;;;;;;x;;;;;
friendevents.13.desc;[From.GetTitledFirstName] пришел поговорить со мной сегодня. Мы обсудили много интересных вещей и [From.GetFirstName] казалось, вполне доволен. [From.GetSheHe] предложил как-нибудь вместе выпить вина.;;;;;;;;;x;;;;;
friendevents.14.desc;[From.GetTitledFirstName] беседа была интересная, и [From.GetSheHe] положительно отреагировал на предложение, выпить вместе. Я думаю, что нашёл друга.;;;;;;;;;x;;;;;
friendevents.15.desc;[From.GetTitledFirstName] кажется, не слишком заинтересован во мне, как в друге. Ну да ладно...;;;;;;;;;x;;;;;
friendevents.2.desc;Я поужинал со своим сеньором и теперь мы двое согласились поохотится вместе в течение двух недель. Я думаю, это начало для прекрасной дружбы!;;;;;;;;;x;;;;;
friendevents.3.desc;[From.GetTitledFirstName] и я прекрасно провели время за ужином, но [From.GetSheHe] отказался от моего любезного предложения сходить на охоту вместе. Возможно, в другой раз...;;;;;;;;;x;;;;;
friendevents.4.a;Посмотрим, что они скажут.;;;;;;;;;x;;;;;
friendevents.4.b;Я не заинтересован в этих людях.;;;;;;;;;x;;;;;
friendevents.4.desc;Я чувствую потребность поговорить с кем-то. Возможно, один из моих придворных развлечёт меня.;;;;;;;;;x;;;;;
friendevents.5.a;Звучит здорово!;;;;;;;;;x;;;;;
friendevents.5.b;Возможно, в другой раз...;;;;;;;;;x;;;;;
friendevents.5.desc;[From.GetTitledFirstName] пришел поговорить со мной сегодня. Мы обсудили много интересных вещей и [From.GetFirstName] казалось, вполне доволен. [From.GetSheHe] предложил как-нибудь вместе выпить вина.;;;;;;;;;x;;;;;
friendevents.6.desc;[From.GetTitledFirstName] беседа была интересная, и [From.GetSheHe] положительно отреагировал на предложение, выпить вместе. Я думаю, что нашёл друга.;;;;;;;;;x;;;;;
friendevents.7.desc;[From.GetTitledFirstName] кажется, не слишком заинтересован во мне, как в друге. Ну да ладно...;;;;;;;;;x;;;;;
friendevents.8.desc;Моему сеньору, кажется, скучно в эти дни. Возможно, я должен пригласить его позаниматься фехтованием со мной.;;;;;;;;;x;;;;;
friendevents.9.a;Научи меня быть дуэлянтом, [From.GetFirstName]!;;;;;;;;;x;;;;;
friendevents.9.b;Я не хочу становится дуэлянтом.;;;;;;;;;x;;;;;
friendevents.9.desc;Я сидел один, когда [From.GetTitledFirstName] спросил меня, хочу ли я потренироваться в паре с ним. Я получил массу удовольствия, но [From.GetFirstName] превзошел меня в большинстве наших поединков. Я должен попросить его помочь мне тренироваться!;;;;;;;;;x          ;;;;;
friendfavors.0.desc;Мой сеньор хороший друг. Он поможет мне найти пару для брака.;;;;;;;;;x;;;;;
friendfavors.1.a;У меня есть кто-то доступный среди придворных.;;;;;;;;;x;;;;;
friendfavors.1.b;Я найду сам.;;;;;;;;;x;;;;;
friendfavors.1.c;Я найду сам, ему понравится.;;;;;;;;;x;;;;;
friendfavors.1.d;К сожалению, не могу помочь.;;;;;;;;;x;;;;;
friendfavors.1.desc;Мой друг [From.GetFirstName] попросил помочь [From.GetHerHim] с поиском второй половинки.;;;;;;;;;x;;;;;
friendfavors.10.desc;Дорогой [Root.GetTitledFirstName], мне очень грустно сообщить, что моя казна ничтожно мала и я не могу предоставить вам золото как вы просили. С наилучшими пожеланиями \nВаш друг,\n [From.GetTitledFirstName].;;;;;;;;;x  ;;;;;
friendfavors.11.desc;Дорогой [Root.GetTitledFirstName], я рад сообщить, что я могу помочь вам с вашей проблемой, и я предоставил разумный подарок, который будет доставлен с этим сообщением. Ваш друг, [From.GetTitledFirstName].;;;;;;;;;x ;;;;;
friendfavors.12.desc;Дорогой [Root.GetTitledFirstName], благодаря вашим низким доходам, я прошу вас отказаться от попыток собрать столько средств. Ваш друг, [From.GetTitledFirstName].;;;;;;;;;x;;;;;
friendfavors.13.desc;Межобластная война ослабляет королевство. Конечно, мой повелитель и друг, [Root.Liege.GetTitledFirstName] должен это заметить. Он будет нарушать правила для меня.;;;;;;;;;x;;;;;
friendfavors.14.a;Я согласен. Конец войне в пределах наших границ.;;;;;;;;;x;;;;;
friendfavors.14.b;Законы распространяются на всех.;;;;;;;;;x;;;;;
friendfavors.14.desc;[From.GetTitledFirstName], мой хороший друг,  попросил, чтобы, несмотря на законы короны запрещающие королю вмешательства в межобластные войны, я нарушил правила и закончил войну против [From.GetHerHim].;;;;;;;;;x;;;;;
friendfavors.15.desc;Мой дорогой [Root.GetTitledFirstName], ваше сообщение глубоко тронуло меня. Я, конечно, закончу бессмысленную войну между вами и другим моим вассалом. Ваш друг, [From.GetTitledFirstName].;;;;;;;;;x;;;;;
friendfavors.16.a;Вам это не сойдет с рук!;;;;;;;;;x;;;;;
friendfavors.16.desc;[Root.GetTitledFirstName], я предупреждаю вас, что неразумно вредить моим друзьям. Вы должны прекратить войну с моим другом-вассалом, у вас нет выбора.\n\n Ваш сюзерен ,\n[From.GetTitledFirstName].;;;;;;;;;x            ;;;;;
friendfavors.17.desc;[Root.GetTitledFirstName], [Root.GetTitledFirstName], Я с сожалением вынужден сообщить вам, что я не могу злоупотреблять своей позицией власти, чтобы помочь вам. Я не могу положить конец войне между вами и другим моим вассалом. Ваш сеньор, [From.GetTitledFirstName].;;;;;;;;;x ;;;;;
friendfavors.2.desc;Мой повелитель сделает меня священником.;;;;;;;;;x;;;;;
friendfavors.3.a;Это бы разозлило главу религии, но...;;;;;;;;;x;;;;;
friendfavors.3.b;Со свободной инвеститурой, у меня есть такие полномочия.;;;;;;;;;x;;;;;
friendfavors.3.c;Нет, другим епископам это может не понравится.;;;;;;;;;x;;;;;
friendfavors.3.desc;Один из моих друзей, [From.GetFirstName], отметил, что епископ является некомпетентным. Он хотел бы взять в управление земли этого епископа.;;;;;;;;;x;;;;;
friendfavors.4.desc;Я бы хотел стать хорошим опекуном для одного из детей сеньора. Я отправил вежливое письмо с просьбой опеки одного из детей моего друга.;;;;;;;;;x;;;;;
friendfavors.5.a;Удовлетворить эту просьбу.;;;;;;;;;x;;;;;
friendfavors.5.b;Нет, я знаю, что лучше для моего ребенка!;;;;;;;;;x;;;;;
friendfavors.5.desc;Мой дорогой друг! Воспитания ребенка никогда не было легко задачей, и я чувствую, что как хороший друг должен давать советы в таких вопросах. Я смиренно прошу Вас предоставить мне честь обучать одного из ваших самых дорогих детей. Ваш друг и товарищ, [From.GetTitledFirstName].;;;;;;;;;x        ;;;;;
friendfavors.6.desc;Дорогой [Root.GetTitledFirstName], Ваша мудрость хорошо известна, и я согласен с вами и вашим советом. Я предоставляю вам честь и ответственность обучения одного из моих детей. Глубоко благодарен вам заранее, ваш друг, [From.GetTitledFirstName].;;;;;;;;;x;;;;;
friendfavors.7.desc;Дорогой [Root.GetTitledFirstName], Ваша мудрость хорошо известна, но я уже предоставил честь опеки другому и не могу нарушить своё слово. Мои самые искренние сожаления, [From.GetTitledFirstName].;;;;;;;;;x;;;;;
friendfavors.8.desc;Попытка сэкономить золота оказалась более трудной, чем ожидалось. Я послал запрос [Root.Liege.GetTitledFirstName] с просьбой об определенной финансовой помощи. Конечно мой дорогой друг поможет нам!.;;;;;;;;;x        ;;;;;
friendfavors.9.a;Дать [From.GetHerHim] что-то, что заставит [From.GetSheHe] молчать.;;;;;;;;;x;;;;;
friendfavors.9.b;Годовой доход для моего друга.;;;;;;;;;x;;;;;
friendfavors.9.c;Доход за два года!;;;;;;;;;x;;;;;
friendfavors.9.d;Я не могу помочь.;;;;;;;;;x;;;;;
friendfavors.9.desc;Один из моих друзей, [From.GetFirstName], пытается накопить богатство. Однако [From.GetSheHe] испытывает трудности с накоплением, и попросил некоторые средства из моей казны.;;;;;;;;;x      ;;;;;
friendfavors.9.e;Накопить богатство? С такого-то дохода? Поговорить с [From.GetHerHim] об этой глупости.;;;;;;;;;x          ;;;;;
friend_favor_begin_tooltip;[Root.GetFirstName] просит своего друга-сюзерна о помощи.;;;;;;;;;x;;;;;
friend_given_peace_tooltip;[This.GetFirstName] сообщает о мире.;;;;;;;;;x;;;;;
friend_given_war_tooltip;[From.GetFirstName] не получает никакой помощи.;;;;;;;;;x;;;;;
friend_money_request_tooltip;[Root.GetFirstName] просит денег.;;;;;;;;;x;;;;;
friend_peace_request_tooltip;[Root.GetFirstName] просит заключить мир.;;;;;;;;;x;;;;;
friend_wardship_request_tooltip;[Root.GetFirstName] просит стать опекуном для ребёнка.;;;;;;;;;x;;;;;
get_married_help;Попросить сеньора организовать свадьбу;;;;;;;;;x;;;;;
hero_to_peasants;Герой-крестьянин;;;;;;;;;x;;;;;
make_friend_attempt_tooltip;[Root.GetFirstName] пытается подружится.;;;;;;;;;x;;;;;
make_friend_sad_tooltip;[From.GetTitledFirstName] отказал.;;;;;;;;;x;;;;;
make_friend_success_tooltip;Дружба состоялась.;;;;;;;;;x;;;;;
mentor_child_help;Попросить сеньора приехать;;;;;;;;;x;;;;;
mentor_child_help_desc;Попросить вашего друга, [Root.Liege.GetTitledFirstName], чтобы вы обучали одного из [Root.Liege.GetHersHis] детей.;;;;;;;;;x;;;;;
nickevents.0.a;...Хороший!;;;;;;;;;x;;;;;
nickevents.0.b;...Справедливый!;;;;;;;;;x;;;;;
nickevents.0.c;...Способный!;;;;;;;;;x;;;;;
nickevents.0.d;...Мудрый!;;;;;;;;;x;;;;;
nickevents.0.desc;Известен своей хорошей личностью и большим мастерством. На протяжении времени, многие называют меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.1.a;...Нежный!;;;;;;;;;x;;;;;
nickevents.1.b;...Весёлый!;;;;;;;;;x;;;;;
nickevents.1.c;...Простодушный!;;;;;;;;;x;;;;;
nickevents.1.d;...Невежественный?!;;;;;;;;;x;;;;;
nickevents.1.desc;Я не могу быть величайшим лидером в истории, но те, кто знает меня, как правило, поддерживают меня. Я стал известен как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.10.a;...Гордый!;;;;;;;;;x;;;;;
nickevents.10.desc;Я часто говорил, что гордость предшествует падению, но я никогда не позволял себе стать гордым. Я стал известен как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.11.a;...Смелый!;;;;;;;;;x;;;;;
nickevents.11.b;...Лев!;;;;;;;;;x;;;;;
nickevents.11.c;...Храбрый!;;;;;;;;;x;;;;;
nickevents.11.d;...Железнобокий!;;;;;;;;;x;;;;;
nickevents.11.desc;Моя способность вести войска в бой привела к тому, что в народе  меня называют [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.12.a;...Благочестивый!;;;;;;;;;x;;;;;
nickevents.12.b;...Благословенный!;;;;;;;;;x;;;;;
nickevents.12.c;...Целомудренный!;;;;;;;;;x;;;;;
nickevents.12.d;...Исповедник!;;;;;;;;;x;;;;;
nickevents.12.desc;Моё благочестие хорошо известно. Меня часто называют [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.13.a;...Неудачник!;;;;;;;;;x;;;;;
nickevents.13.b;...Хромой!;;;;;;;;;x;;;;;
nickevents.13.c;...Слепой!;;;;;;;;;x;;;;;
nickevents.13.d;...Полурукий!;;;;;;;;;x;;;;;
nickevents.13.desc;Все люди видят мою ужасную инвалидность. Я известен в качестве [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.14.a;...Благородный!;;;;;;;;;x;;;;;
nickevents.14.desc;По причине моего высокого происхождения и аристократического этикета, я известен как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.15.a;...Добрый!;;;;;;;;;x;;;;;
nickevents.15.desc;Я известен как дружелюбный и щедрый. Многие называют меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.16.a;...Охотник!;;;;;;;;;x;;;;;
nickevents.16.b;...Птицелов!;;;;;;;;;x;;;;;
nickevents.16.desc;Я известен как великий охотник. В народе меня называют [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.17.a;...Безумный!;;;;;;;;;x;;;;;
