infrastructure_3_damaged;Поврежденная инфраструктура;;;;;;;;;;;;;x
infrastructure_3_damaged_desc;В этой провинции инфраструктуре нанесен ущерб и она нуждается в ремонте, чтобы вернуться к прежнему уровню.;;;;;;;;;;;;;x
infrastructure_4_damaged;Поврежденная инфраструктура;;;;;;;;;;;;;x
infrastructure_4_damaged_desc;В этой провинции инфраструктуре нанесен ущерб и она нуждается в ремонте, чтобы вернуться к прежнему уровню;;;;;;;;;;;;;x
infrastructure_construction;Недавнее строительство;;;;;;;;;;;;;x
infrastructure_construction_desc;В этой провинции недавно была улучшена или отремонтирована инфраструктура, и потребуется некоторое время, прежде чем людские ресурсы смогут быть вновь использованы для строительства или ремонта.;;;;;;;;;;;;;x


expelling_locals;Изгнание местных жителей;;;;;;;;;;;;;x
expelling_locals_desc;По приказу местного лорда, здешнее население принудительно изгоняют, чтобы оно покинуло этот регион.;;;;;;;;;;;;;x
purging_locals;Массовые убийства местных жителей;;;;;;;;;;;;;x
purging_locals_desc;Местное население подвергается организованному истреблению по приказу здешнего лорда. Излишне говорить, что они очень не довольны этим.;;;;;;;;;;;;;x

depopulated_province;Депопуляция в провинции;;;;;;;;;;;;;x
depopulated_province_desc;Немногочисленные оставшиеся жители этой земли редки и рассеяны по провинции. Некогда шумные поселения утихли, неслышно ничего, кроме свиста ветра доносящегося сквозь выжженные остатки магазинов и иных домов. Природа захватывает необработанные поля, и разрушенные камни заросли лозами дикого винограда. Если бы не последние остатки бывших жителей, можно было бы подумать, что никто раньше здесь и не обитал.;;;;;;;;;;;;;x

minor_repopulation;Небольшая репопуляция;;;;;;;;;;;;;x
minor_repopulation_desc;Местные власти приняли ряд незначительных мер для оказания помощи по восстановлению населения и обустройству этой провинции.;;;;;;;;;;;;;x
moderate_repopulation;Средняя репопуляция;;;;;;;;;;;;;x
moderate_repopulation_desc;Местные власти приняли ряд средних мер для оказания помощи по восстановлению населения и обустройству этой провинции.;;;;;;;;;;;;;x
major_repopulation;Крупная репопуляция;;;;;;;;;;;;;x
major_repopulation_desc;Местные власти приняли ряд существенных мер для оказания помощи по восстановлению населения и обустройству этой провинции.;;;;;;;;;;;;;x

refugee_diaspora;Диаспора Беженцев;;;;;;;;;;;;;x
refugee_diaspora_desc;Эта провинция является домом для большой общины беженцев, спасающихся от преследований, с которыми они столкнулись на своей родине. Это способствует культурному и экономическому подъему.;;;;;;;;;;;;;x

resettle_province;Малонаселённая провинция;;;;;;;;;;;;;x
resettle_province_desc;В этой провинции осталось очень мало людей. Мы должны отправить некоторое количество поселенцев, чтобы исправить это.;;;;;;;;;;;;;x
cancel_resettle;Прекратить преобразование провинции;;;;;;;;;;;;;x
cancel_resettle_desc;Если вы по каким-либо причинам больше не желаете преобразовывать эту провинцию, то вы можете прекратить деятельность в этом направлении.;;;;;;;;;;;;;x

ekresettlement0desc;Поскольку [Root.GetName] является  праведным [Root.Culture.GetName],  мы решили прекратить любые преступления против местного населения.;;;;;;;;;;;;;x
ekresettlement1desc;Поскольку [Root.GetName] не плохо относится к нашей культуре, мы отменили указы предыдущей администрации, по переселению людей [Root.Culture.GetName].;;;;;;;;;;;;;x
ekresettlement2desc;Мы рассеяли немногих оставшихся жителей [Root.GetName] и заменили их нашими собственными поселенцами. [Root.GetName] сейчас [Root.Holder.Culture.GetName] территория.;;;;;;;;;;;;;x
ekresettlement3desc;Наши усилия против [Root.Culture.GetName] жителей в [Root.GetName] были прерваны из-за того, что провинция попала в руки нашего врага!;;;;;;;;;;;;;x
ekresettlement10desc;Что будем делать с местными жителями, мой(-я) [FromFrom.GetTitle]?;;;;;;;;;;;;;x
ekresettlement10opta;Люди в [Root.Culture.GetName] могут остаться, но они должны узнать о наших обычаях.;;;;;;;;;;;;;x
ekresettlement10optb;Жители [Root.Culture.GetName] должны быть изгнаны из [Root.GetName].;;;;;;;;;;;;;x
ekresettlement10optc;Убейте их всех до последнего. [Root.GetName] будет [FromFrom.Culture.GetName].;;;;;;;;;;;;;x
ekresettlement10optd;Посеять Хист! [Root.GetName] должен поддержать [FromFrom.Culture.GetName] народ!;;;;;;;;;;;;;x
ekresettlement20desc;Наши магистраты составили план, чтобы начать ассимиляцию [From.GetName] - отдадим ли мы приказ?;;;;;;;;;;;;;x
ekresettlement20opta;Сопротивление бесполезно.;;;;;;;;;;;;;x
ekresettlement25desc;Долгие часы консультаций с нашими шаманами привели к тому, что мы разработали план распространения Хиста на [Root.GetName]. Им просто нужно слово - и немного припасов - и они начнут наши усилия по терраформированию.;;;;;;;;;;;;;x
ekresettlement25opta;Весеннее время для [Root.Holder.PrimaryTitle.GetName]!;;;;;;;;;;;;;x
ekresettlement26desc;Благодаря значительным затратам времени и усилий, Хист успешно колонизировался в [Root.GetName]. С устойчивыми волнами колонистов, движущихся вперед, можно с уверенностью сказать, что [Root.GetName] это эффективно для [Root.Culture.GetName]
ekresettlement30desc;Наши силы готовы изгнать [From.Culture.GetName] жителей из [From.GetName]. Они, конечно, не обрадуются, и вряд ли примут это без сопротивления.;;;;;;;;;;;;;x
ekresettlement30opta;Что они будут делать? Прольют кровь на нас?;;;;;;;;;;;;;x
ekresettlement40desc;Наши силы двигались ночью, чтобы прибыть на окраину [From.GetName]. Неприятное чувство тревоги покрывает воздух, словно густая слизь. Группа местных жителей собралась, требуя знать смысл этого вторжения. Но судя по изможденным взглядам в их глазах, кажется, что это не стало неожиданным.;;;;;;;;;;;;;x
ekresettlement40opta;Командир, вы знаете, что делать.;;;;;;;;;;;;;x

ekresettlement31desc;Изгнание местных жителей из [Root.GetName] завершено, и при этом без происшествий. Если вы согласитесь, мой(-оя) [Root.Owner.GetTitle], провинция теперь открыта для заселения нашими сородичами.;;;;;;;;;;;;;x
ekresettlement32desc;Изгнание местных жителей из [Root.GetName] завершено, и если вы согласитесь, мой(-оя) [Root.Owner.GetTitle], провинция теперь открыта для заселения нашими сородичами. Однако, большая группа недовольных взялась за оружие, восстав против нас!;;;;;;;;;;;;;x

ekresettlement41desc;Массовое убийство местных жителей в [Root.GetName] в основном завершено, их дома сгорели, а людей проткнули мечами. То небольшое сопротивление, которое они оказали, было быстро подавлено нашими силами, и провинция теперь открыта для переселенцев.;;;;;;;;;;;;;x
ekresettlement42desc;Массовое убийство местных жителей в [Root.GetName] в основном завершено, их дома сгорели, а людей проткнули мечами. И хотя провинция теперь открыта для переселения, большая группа выживших организует сопротивление против вас.;;;;;;;;;;;;;x

ekresettlement50desc;Провинция [Root.GetName], будь она под нашим или чужим контролем, остается лишенной постоянного населения. Мы можем подождать, пока она не заселится естественным образом, или можно принять некоторые меры для ускорения сего процесса...;;;;;;;;;;;;;x
ekresettlement50opta;Маленькие инвестиции могут ускорить процесс.;;;;;;;;;;;;;x
ekresettlement50optb;Средние инвестиции окажут большую помощь.;;;;;;;;;;;;;x
ekresettlement50optc;Крупные инвестиции - правильное решение.;;;;;;;;;;;;;x
ekresettlement50optd;Пусть всё происходит естественным образом.;;;;;;;;;;;;;x
ekresettlement60desc;По оценкам наших магистратов, инвестиции с доходов за полгода должны сократить время, которое потребуется для переселения в [From.GetName] примерно на четверть.;;;;;;;;;;;;;x
ekresettlement60opta;Доход за полгода? Небольшая цена для оплаты.;;;;;;;;;;;;;x
ekresettlement70desc;По оценкам наших магистратов, инвестиции в размере трех четвертей годового дохода должны сократить время, которое потребуется для заселения [From.GetName] примерно наполовину.;;;;;;;;;;;;;x
ekresettlement70opta;Три четверти годового дохода... Это действительно стоит того.;;;;;;;;;;;;;x
ekresettlement80desc;По оценкам наших магистратов, инвестирование годового дохода должно сократить время, которое потребуется для заселения [From.GetName] на три четверти.;;;;;;;;;;;;;x
ekresettlement80opta;Годовой доход? Ну, если не нужно экономить...;;;;;;;;;;;;;x

ekresettlement90desc;Прошло некоторое время с тех пор, как наши поселенцы впервые вспахали землю в [Root.GetName] с целью восстановления процветания и заселенности провинции, сегодня их усилия приносят плоды. Прибыл курьер из местной администрации, сообщив нам, о том, что, по их мнению, население вновь растёт, и экономика исцеляется!;;;;;;;;;;;;;x
ekresettlement91desc;Темные силы, развращающие [Root.GetName] были изгнаны, и наши поселенцы постепенно возвращаются на свои старые места проживания. Эта область восстановится, хотя это и займёт некоторое время.;;;;;;;;;;;;;x

desettle_province;Преобразовать культуру в провинции;;;;;;;;;;;;;x
desettle_province_desc;Нынешние жители этой провинции не следуют нашим обычаям. Мы должны найти решение для этого...;;;;;;;;;;;;;x
cancel_desettle;Прекратить преобразование провинции;;;;;;;;;;;;;x
cancel_desettle_desc;Если вы по каким-либо причинам больше не желаете преобразовывать эту провинцию, то вы можете прекратить деятельность в этом направлении.;;;;;;;;;;;;;x

dontbother;Больше не беспокойте меня с этим!;;;;;;;;;;;;;x
nevermind;Возможно, в другой раз...;;;;;;;;;;;;;x

cleanse_evil;Изгнать зло;;;;;;;;;;;;;x
cleanse_evil_desc;Эта провинция является местом великого зла, способного угрожать всему живому на Нирне. Отправьте туда свои войска, чтобы изгнать его!;;;;;;;;;;;;;x
cleansing_evil;Изгание зла;;;;;;;;;;;;;x
cleansing_evil_desc;Солдаты в этой провинции находятся в затяжной кампании против темных сил, называющих эту провинцию своей;;;;;;;;;;;;;x

ekresettlement100desc;"За ваши усилия против темных и неестественных сил, терзающих этот мир, лорды и Леди вашего королевства и за его пределами желают признать вашу службу. Если ты согласишься, они дадут тебе титул "Льва" и небольшую золотую стипендию в знак признания твоей свирепости и усердия в защите мира смертных.";;;;;;;;;x;;;;
ekresettlement100opta;Лев, да? Я мог бы к этому привыкнуть...;;;;;;;;;;;;;x
ekresettlement100optb;Нет, достаточно самого дела.;;;;;;;;;;;;;x
ekresettlement101desc;Ваши злые дела вызвали гнев многих, и повторные преступления против невинных вряд ли будут прощены. Как бы то ни было , вы создали себе репутацию, которую будете носить до конца своих дней.;;;;;;;;;;;;;x
ekresettlement101opta;И вообще, что для меня значит мнение посторонних?;;;;;;;;;;;;;x

genocidal_maniac;Маньяк-Геноцидник;;;;;;;;;;;;;x
genocidal_maniac_desc;[Root.GetDynName] известен своими преступлениями как против народа, так и против мира, и о нем думают соответственно.;;;;;;;;;;;;;x
genocidal_maniac_2;Бич живых;;;;;;;;;;;;;x
genocidal_maniac_2_desc;[Root.GetDynName] имеет долгую и кровавую историю преступлений против смертных рас Нирна.;;;;;;;;;;;;;x
genocidal_maniac_3;Варварская Угроза;;;;;;;;;;;;;x
genocidal_maniac_3_desc;[Root.GetDynName] считается проклятием цивилизованного общества и склонен оставлять за собой реки крови и горы тел.;;;;;;;;;;;;;x

evtestmodifier;Тестирование!;;;;;;;;;;;;;x
evtestmodifier_desc;Это мой модификатор, который я использую для тестирования случайной локализации. В противном случае не имеет никаких последствий :p;;;;;;;;;;;;;x

ekevmisc6desc;Библиотека объединает тысячи разных томов книг, на столько же тем. Эти книги наверняка собираются в течении длительного периода времени ее хранителями. Ваш глаз падает на одну книгу и вы относите ее к прилавку. ''Да, да мы готовы отдать вам эту книгу на некоторое время... При условии конечно, что вы взамен внесёте небольшое пожертвование.;;;;;;;;;;;;;x
ekevmisc6opta;Маленькая цена за возможность получить знания.;;;;;;;;;;;;;x
ekevmisc6optb;Это 'пожертвование' является непомерным. И я даже не могу сохранить книгу?!;;;;;;;;;;;;;x
ekevmisc6optc;Я хочу книгу, которую смогу оставить себе!;;;;;;;;;;;;;x

ekevmisc7desca;После активного изучения и тщательного исследования книги, вы думаете, что возможно, в конце-концов узнали что-то. Вы берете книгу и возвращаетесь в библиотеку, возвращая книгу на своё место. Вы оглядываетесь на полки - в конце концов, остаётся столько всему научиться...;;;;;;;;;;;;;x
ekevmisc7descb;Вы провели много бессоных ночей, пытаясь понять эту книгу, которую вы приобрели в библиотеке, и эти бессонные ночи не дали никакого результата. Со вздохом вы возвращаете книгу в библиотеку, и решаете, что вам нужно взять другую….;;;;;;;;;;;;;x

ekevmisc7opta;Хмм, а как насчёт этой…;;;;;;;;;;;;;x
ekevmisc7optb;Нет, на данный момент я узнал многое;;;;;;;;;;;;;x
ekevmisc7optc;Возможно с этой мне повёзет больше…;;;;;;;;;;;;;x
ekevmisc7optd;Я не потрачу еще один дрейк в этой куче пыли!;;;;;;;;;;;;;x

ekevmisc8desc;Хранитель поднимает бровь 'Конечно...' - говорит он, голосом с тонко завуалированным презрением. Он скрывается за прилавком в заднюю комнату, вытаскивая значительно менее впечатляющую книгу. 'Вы можете оставить эту у себя - она практически бесполезна. Для меня конечно, не для вас. Спрос и предложение в конце концов...';;;;;;;;;;;;;x
ekevmisc8opta;Нехотя передать оплату;;;;;;;;;;;;;x

ev_visit_library;Посетить Библиотеку;;;;;;;;;;;;;x
ev_visit_library_desc;Посещение таких хранилищ знаний, как архив, библиотека или книжный магазин - отличный способ увеличить свои познания. Однако, редко эти службы бывают бесплатны.;;;;;;;;;;;;;x

generate_EK_lore_book_text;Достать одну книгу из огромного колличества других.;;;;;;;;;;;;;x

bloodlines1desc;Хотели бы вы отказаться от своей нынешней родословной и попросить ваших наследников сделать тоже самое? Это действие не может быть отменено, и это в результате может нанести удар по вашему престижу. У детей не будет возможности возразить.;;;;;;;;;;;;;x
bloodlines1opta;Да, это окупится в долгосрочной перспективе.;;;;;;;;;;;;;x

bloodlines2desc;Пришла весть, что [From.GetName] отрёкся от родословной предков своей династии и теперь просит вас сделать тоже самое;;;;;;;;;;;;;x
bloodlines2opta;Я надеюсь, что [From.GetSheHe] знает [From.GetSheHe] делает...;;;;;;;;;;;;;x

bloodline3desca;Мой(я) [FromFrom.GetLordLady], я хочу сообщить вам, что я последовал вашему примеру в отказе от бывшей родословной нашей династии. Хотя мне не ведомы ваши причины, я доверяю вашему решению.;;;;;;;;;;;;;x
bloodline3descb;Мой(я) [FromFrom.GetLordLady], я с сожалением сообщаю вам, что я не могу поступать так, как вы просите и отказываться от родословной нашей династии. Я не вижу логики в этом решении и не могу согласиться на этот запрос.;;;;;;;;;;;;;x

ev_renounce_bloodline;Отказаться от Родословной;;;;;;;;;;;;;x
ev_renounce_bloodline_desc;Если вы недовольны своей родословной, вы можете отказаться от неё и надеяться, что ваши потомки сделают то же самое.;;;;;;;;;;;;;x

renouncebloodlinetext;Отказаться от всех черт родословной. Это действие не может быть отменено!;;;;;;;;;;;;;x

calctrueif2;Два из ниже указанных условий должны быть верными;;;;;;;;;;;;;x
calctrueif3;Три из ниже указанных условий должны быть верными;;;;;;;;;;;;;x
calctrueif4;Четыре из ниже указанных условий должны быть верными;;;;;;;;;;;;;x
calctrueif5;Пять из ниже указанных условий должны быть верными;;;;;;;;;;;;;x
calctrueif6;Шесть из ниже указанных условий должны быть верными;;;;;;;;;;;;;x

custgovts395desc;Курьеры были отправлены во все уголки Тамриэля с новостями из Имперского Острова - коммуна погибла, и на её месте возвышается Новая Имперская Республика. С властью отвоёванной у старой имперской элиты, Республика сбросила старые оковы коммуны, и теперь ограничена только своими амбициями и соперниками. Это славный день для Сиродила.;;;;;;;;;;;;;x
custgovts395opta;Что будет дальше?;;;;;;;;;;;;;x

custgovts396desc;Когда Имперский остров и Имперский Город попадают в руки вражеского государства, административные институты, составляющие наше правительство, больше не могут функционировать. Старая имперская элита сбежала, их институты не функционируют, и их власть сломлена. Остатки Совета Старейшин больше не имеют никакого влияния в государстве, отброшено наследие старой династии Ремана и Акавирского Потентата. Наша судьба принадлежит нам.;;;;;;;;;;;;;x
custgovts396opta;Настали тёмные дни...;;;;;;;;;;;;;x

custgovts397desc;У вас получилось! Ваши достижения наверняка будут соперничать с деяниями старых императоров! Имея (полностью или по-большей части) объединенный Сиродил, вы, в значительной степени, положили конец междоусобицам в Имперской Провинции, и ваша власть неоспорима. Люди Сиродила смотрят на вас, как на того, кто приведёт их в светлую Новую Эру без сдерживающих оков тех, кто стремился имитировать Совет Старейшин. Ваша работа - сделать это.;;;;;;;;;;;;;x
custgovts397opta;Это славный день.;;;;;;;;;;;;;x

ekresettlement111desc;На протяжении всего вашего правления [Root.Realm.GetName] землями, вы сделали много сомнительных вещей. Жестокое наследие, которое останется после вас, оказало негативное влияние на вашу личность, и вы больше не считаете себя милосердным, каким вы были когда-то.;;;;;;;;;;;;;x
ekresettlement111opta;Моральные ценности лишь мешают.;;;;;;;;;;;;;x

ekresettlement112desc;Реки крови и убийства, которые остаются после вас, когда вы мановением пера отправляете на смерть тысячи людей, поставили под сомнение ваше чувство справедливости. Когда-то вас считали великим, справедливым и опасным, теперь же страх - единственное, что ощущают другие.;;;;;;;;;;;;;x
ekresettlement112opta;И кто же те, кто судят мое правление?;;;;;;;;;;;;;x

ekresettlement113desc;Вы поняли, что время, которое вы потратили на мирную ассимиляцию завоеванных культур, чтобы [Root.Culture.GetName] следовали вашим обычаям, на ваш взгляд, неприемлемо. Зачем учить, когда можно просто убить, изгнать и заменить? Методы не имеют для вас значения, просто есть цели, которые должны быть достигнуты как можно скорее.;;;;;;;;;;;;;x
ekresettlement113opta;Кто сказал, что терпение - это добродетель?;;;;;;;;;;;;;x

ekresettlement114desc;В последнее время, вам трудно спокойно сидеть на троне. Постоянно ноющее чувство в глубине вашего разума мешает вам чувствовать себя непринужденно - это всепроникающее знание, что ваши руки в крови. Вам придется научиться справляться с этим чувством.;;;;;;;;;;;;;x
ekresettlement114opta;Это не сулит ничего хорошего...;;;;;;;;;;;;;x

ekresettlement115desc;Во время прогулки по тлеющей деревне, разрушенной по вашему приказу, вам сразу бросается в глаза истощенная мать, ютящаяся среди пепла и развалин со своим маленьким ребенком. Только следы слез покрывают пепел на её лице. Какое-то время вы глядите ей в глаза, затем, вздыхаете и двигаетесь дальше. В конце концов, их судьба не имеет для вас никакого значения.;;;;;;;;;;;;;x
ekresettlement115opta;Всё равно благотворительность - для дураков и бездельников...;;;;;;;;;;;;;x

